                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     52,                 1.4364,                0.72243,                  1.054,                0.83723,                0.56624,                0.64216,                0.34933,                 1.3755,                0.61277,                 1.0657,               0.008317,               0.008317,               0.008317
                     53,                 1.4395,                0.72456,                 1.0558,                0.83678,                0.56603,                0.64228,                0.34972,                 1.3741,                0.61226,                 1.0639,               0.008284,               0.008284,               0.008284
                     54,                 1.4422,                 0.7246,                 1.0471,                0.83503,                0.56818,                0.64302,                0.35035,                 1.3747,                0.61067,                 1.0649,               0.008251,               0.008251,               0.008251
                     55,                 1.4301,                0.71488,                 1.0505,                0.83237,                0.56825,                0.64308,                 0.3503,                  1.376,                0.60929,                 1.0639,               0.008218,               0.008218,               0.008218
                     56,                  1.446,                0.71878,                 1.0491,                0.83446,                0.56924,                0.64378,                0.35012,                 1.3756,                0.60873,                 1.0618,               0.008185,               0.008185,               0.008185
                     57,                 1.4426,                0.71862,                  1.052,                0.83374,                0.56994,                0.64465,                0.35109,                 1.3733,                0.60712,                 1.0614,               0.008152,               0.008152,               0.008152
                     58,                 1.4302,                0.71665,                 1.0559,                0.83668,                  0.569,                0.64585,                0.35171,                 1.3731,                0.60625,                 1.0621,               0.008119,               0.008119,               0.008119
                     59,                 1.4368,                0.71599,                 1.0518,                0.83565,                0.57009,                0.64603,                0.35221,                 1.3719,                0.60618,                 1.0627,               0.008086,               0.008086,               0.008086
                     60,                 1.4301,                0.71286,                 1.0506,                0.83756,                0.56994,                0.64654,                0.35279,                 1.3712,                0.60488,                 1.0636,               0.008053,               0.008053,               0.008053
                     61,                 1.4283,                0.71135,                 1.0451,                 0.8381,                0.56936,                 0.6459,                0.35263,                 1.3705,                0.60423,                 1.0627,                0.00802,                0.00802,                0.00802
                     62,                 1.4276,                0.71491,                 1.0518,                0.83959,                0.56838,                 0.6467,                0.35278,                 1.3701,                0.60408,                  1.063,               0.007987,               0.007987,               0.007987
                     63,                 1.4361,                0.71623,                 1.0457,                0.83912,                0.56906,                0.64672,                0.35271,                 1.3713,                 0.6039,                 1.0626,               0.007954,               0.007954,               0.007954
                     64,                 1.4207,                0.70893,                 1.0442,                0.84018,                0.56813,                 0.6464,                0.35261,                 1.3717,                0.60311,                 1.0625,               0.007921,               0.007921,               0.007921
                     65,                 1.4256,                0.71023,                 1.0459,                0.83951,                0.56914,                0.64679,                0.35308,                 1.3721,                 0.6024,                 1.0626,               0.007888,               0.007888,               0.007888
                     66,                 1.4238,                0.70754,                 1.0491,                0.84021,                0.56971,                 0.6476,                0.35357,                 1.3717,                0.60232,                 1.0627,               0.007855,               0.007855,               0.007855
                     67,                 1.4242,                0.70874,                 1.0496,                 0.8367,                0.57166,                0.64813,                0.35401,                 1.3713,                0.60207,                 1.0631,               0.007822,               0.007822,               0.007822
                     68,                 1.4307,                0.70968,                 1.0444,                0.83958,                0.57048,                0.64816,                0.35435,                 1.3715,                0.60085,                 1.0637,               0.007789,               0.007789,               0.007789
                     69,                 1.4216,                0.70301,                  1.053,                0.83865,                 0.5711,                 0.6485,                0.35433,                  1.371,                0.59992,                  1.064,               0.007756,               0.007756,               0.007756
                     70,                 1.4235,                0.70444,                 1.0475,                0.83741,                0.57164,                 0.6488,                 0.3547,                 1.3706,                0.59949,                 1.0641,               0.007723,               0.007723,               0.007723
                     71,                 1.4176,                0.70264,                 1.0448,                0.83895,                 0.5719,                0.64955,                0.35468,                 1.3703,                 0.5986,                 1.0638,                0.00769,                0.00769,                0.00769
                     72,                 1.4169,                0.69969,                 1.0486,                0.83844,                0.57155,                0.64925,                0.35468,                 1.3695,                0.59832,                 1.0638,               0.007657,               0.007657,               0.007657
                     73,                 1.4249,                0.70509,                 1.0431,                0.84049,                 0.5718,                0.64973,                0.35493,                 1.3693,                0.59785,                 1.0635,               0.007624,               0.007624,               0.007624
                     74,                 1.4222,                0.70596,                 1.0445,                0.84012,                0.57223,                0.64989,                0.35496,                 1.3686,                0.59727,                 1.0638,               0.007591,               0.007591,               0.007591
                     75,                 1.4163,                0.69708,                 1.0449,                0.83987,                0.57291,                0.65049,                0.35519,                  1.368,                0.59665,                 1.0639,               0.007558,               0.007558,               0.007558
                     76,                 1.4141,                 0.7001,                 1.0445,                 0.8403,                0.57243,                0.65068,                0.35543,                 1.3674,                 0.5962,                 1.0634,               0.007525,               0.007525,               0.007525
